epoch,train_loss,train_top1,train_top5,val_loss,val_top1,val_top5
0,4.560402413209279,0.026041666666666668,0.10112847222222222,4.402611017227173,0.046875,0.23854166666666665
0,4.568238874276479,0.02951388888888889,0.1032986111111111,4.452646493911743,0.0625,0.20833333333333334
1,4.12240852912267,0.08203125,0.2517361111111111,4.012669006983439,0.090625,0.29375
2,3.585530469814936,0.13368055555555555,0.39019097222222227,3.668487826983134,0.121875,0.2989583333333333
3,3.2289077937602997,0.19704861111111113,0.4969618055555556,3.470538934071859,0.15833333333333333,0.45729166666666665
4,2.945679873228073,0.2599826388888889,0.568142361111111,3.3160974582036338,0.2333333333333333,0.44166666666666665
5,2.7092381616433463,0.3272569444444445,0.646701388888889,3.152695099512736,0.20520833333333333,0.5604166666666667
6,2.4267962078253427,0.4053819444444444,0.7131076388888888,3.0258967081705728,0.1875,0.5552083333333333
7,2.2647098849217095,0.4405381944444444,0.7508680555555555,2.9222254753112793,0.22604166666666667,0.5614583333333333
8,2.0956137975056968,0.4934895833333333,0.7756076388888888,2.7981379429499307,0.25937499999999997,0.5635416666666667
9,1.8882190138101578,0.548611111111111,0.8138020833333334,2.733941078186035,0.24166666666666667,0.6
10,1.7787178258101146,0.57421875,0.8229166666666666,2.6838002602259317,0.23124999999999998,0.5927083333333333
11,1.624509831269582,0.6098090277777778,0.8567708333333334,2.5582253535588584,0.33958333333333335,0.5791666666666667
12,1.5186234414577484,0.6458333333333334,0.8441840277777778,2.4979942242304483,0.29062499999999997,0.6541666666666667
13,1.3733780433734257,0.6636284722222222,0.8771701388888888,2.440839091936747,0.33229166666666665,0.6958333333333333
14,1.2412710661689441,0.6883680555555555,0.9010416666666666,2.3580621083577475,0.35833333333333334,0.7322916666666667
15,1.1459798117478688,0.71484375,0.921875,2.329652269681295,0.36354166666666665,0.7166666666666667
16,1.0433460871378581,0.7534722222222222,0.9370659722222222,2.360079209009806,0.34791666666666665,0.678125
17,0.9915571957826614,0.7447916666666666,0.9309895833333334,2.2991666992505393,0.35833333333333334,0.765625
18,0.905465359489123,0.7821180555555555,0.9522569444444445,2.346231977144877,0.35833333333333334,0.6906249999999999
19,0.8874264881014824,0.7790798611111112,0.9457465277777778,2.2429001331329346,0.40520833333333334,0.7739583333333333
20,0.8539356663823128,0.7934027777777778,0.9457465277777778,2.3075287342071533,0.340625,0.725
21,0.8580243438482285,0.77734375,0.9535590277777778,2.167172431945801,0.40520833333333334,0.7708333333333334
22,0.6967957901457945,0.8185763888888888,0.97265625,2.141029496987661,0.39687500000000003,0.7687499999999999
23,0.6900800317525864,0.8346354166666666,0.9700520833333334,2.194833755493164,0.3510416666666667,0.7947916666666667
24,0.6034112026294073,0.8615451388888888,0.9830729166666666,2.1380224426587424,0.41562499999999997,0.8072916666666666
25,0.5664387593666712,0.8667534722222222,0.98046875,2.2100702126820884,0.38958333333333334,0.7604166666666666
26,0.5286989050606886,0.8650173611111112,0.9856770833333334,2.0909128387769065,0.3979166666666667,0.78125
27,0.5265118976434072,0.8650173611111112,0.9869791666666666,2.185593326886495,0.39479166666666665,0.7427083333333333
28,0.4604608540733655,0.8797743055555555,0.9934895833333334,2.2027635971705117,0.3822916666666667,0.7739583333333333
29,0.3950925723960002,0.9140625,0.9973958333333334,2.1302716930707297,0.3822916666666667,0.7531249999999999
30,0.43614755757153034,0.9006076388888888,0.9869791666666666,2.2271380623181662,0.4083333333333334,0.6760416666666668
31,0.4271448627114296,0.9027777777777778,0.9934895833333334,2.2731727361679077,0.39999999999999997,0.69375
32,0.3970350796977679,0.9118923611111112,0.99609375,2.181008815765381,0.44375000000000003,0.7145833333333332
33,0.3744158009067178,0.9153645833333334,0.99609375,2.143367290496826,0.41562499999999997,0.7197916666666666
34,0.34575032256543636,0.9171006944444445,0.99609375,2.2607481479644775,0.403125,0.7041666666666666
35,0.2932082833722234,0.9487847222222222,1.0,2.207939406236013,0.44687499999999997,0.709375
36,0.25180552744617063,0.9535590277777778,1.0,2.2419095436731973,0.41562499999999997,0.7197916666666666
37,0.22851599752902985,0.9609375,1.0,2.191204826037089,0.44166666666666665,0.7322916666666667
38,0.17403187261273464,0.9778645833333334,1.0,2.1549458702405295,0.47500000000000003,0.7374999999999999
39,0.1558318001528581,0.9830729166666666,1.0,2.131676197052002,0.434375,0.7739583333333333
40,0.14459372001389661,0.9791666666666666,1.0,2.198911269505819,0.4135416666666667,0.7635416666666667
41,0.14600811650355658,0.984375,1.0,2.1536645889282227,0.4239583333333334,0.7427083333333333
42,0.14123082223037878,0.9791666666666666,1.0,2.0958787202835083,0.44166666666666665,0.7322916666666667
43,0.15170501048366228,0.9752604166666666,1.0,2.1271360317866006,0.45416666666666666,0.7479166666666667
44,0.12189995994170506,0.984375,1.0,2.0971059997876487,0.46979166666666666,0.7531249999999999
45,0.09982340037822723,0.98828125,1.0,2.078331232070923,0.45729166666666665,0.8072916666666666
46,0.07901088582972686,0.9921875,1.0,2.1213998595873513,0.41562499999999997,0.7916666666666666
47,0.07192084488148491,0.9934895833333334,1.0,2.086711506048838,0.44687499999999997,0.7687499999999999
48,0.09255218459293246,0.9869791666666666,1.0,2.077566126982371,0.43124999999999997,0.7895833333333333
49,0.09385790179173152,0.98828125,1.0,2.069267153739929,0.48020833333333335,0.7791666666666667
